date,item_id,item_type,item_name,unit_cost,min_required,max_capacity,current_stock,avg_usage_per_day,restock_lead_time,vendor_id
2022-09-06,102,Equipment,Defibrilator,383361,5,13,12,1,31,V004
2022-09-06,101,Equipment,X-Ray-Machine,2798274,3,16,12,0,39,V001
2022-09-06,102,Equipment,Defibrilator,445991,5,12,11,0,27,V001
2022-09-07,103,Equipment,Wheelchair,15622,7,72,26,5,13,V004
2022-09-07,100,Equipment,Ventilator,1999337,5,45,28,1,23,V001
2022-09-07,106,Equipment,MRI Scanner,31100685,1,3,1,0,47,V003
2022-09-07,209,Consumable,Cotton Rolls,58,601,2955,1200,78,8,V005
2022-09-08,203,Consumable,Gown,117,1604,6533,1982,378,9,V002
2022-09-08,101,Equipment,X-Ray-Machine,2798274,5,10,8,1,39,V001
2022-09-08,206,Consumable,Bandages,42,2070,7212,3948,302,10,V003
2022-09-08,206,Consumable,Bandages,39,3891,10944,9334,1108,9,V004
2022-09-08,203,Consumable,Gown,102,1062,6804,3890,312,6,V005
2022-09-08,107,Equipment,Infusion Pump,176921,4,24,18,11,19,V001
2022-09-08,105,Equipment,ECG Machine,230753,4,13,6,1,19,V004
2022-09-09,202,Consumable,Surgical Mask,7,5452,43927,42876,2798,3,V002
2022-09-09,203,Consumable,Gown,117,1578,7361,3633,145,12,V002
2022-09-09,204,Consumable,Face Shield,103,691,7059,2340,105,5,V001
2022-09-09,104,Equipment,Hospital Bed,16130,63,239,209,3,19,V004
2022-09-09,209,Consumable,Cotton Rolls,123,329,2692,2502,225,3,V001
2022-09-09,200,Consumable,Gloves,9,1185,9359,3920,700,9,V002
2022-09-10,100,Equipment,Ventilator,3142549,4,40,38,5,25,V002
2022-09-10,103,Equipment,Wheelchair,15622,19,83,48,2,13,V004
2022-09-11,200,Consumable,Gloves,9,2051,8457,6948,685,7,V002
2022-09-12,207,Consumable,Blood Bags,507,893,2816,1529,104,9,V005
2022-09-12,104,Equipment,Hospital Bed,31063,97,177,161,3,18,V002
2022-09-12,204,Consumable,Face Shield,103,1600,4320,3442,523,8,V001
2022-09-12,100,Equipment,Ventilator,3142549,3,33,15,2,22,V002
2022-09-13,205,Consumable,Syringe,24,4972,15393,13168,961,10,V004
2022-09-13,209,Consumable,Cotton Rolls,58,393,2680,2519,217,4,V005
2022-09-13,209,Consumable,Cotton Rolls,123,845,4690,2968,180,5,V001
2022-09-14,204,Consumable,Face Shield,74,1869,5732,3730,533,5,V003
2022-09-14,100,Equipment,Ventilator,2900485,11,31,24,2,22,V003
2022-09-14,200,Consumable,Gloves,7,2168,5302,3900,285,7,V004
2022-09-14,104,Equipment,Hospital Bed,27689,96,218,139,0,17,V003
2022-09-15,203,Consumable,Gown,237,1739,5316,3234,473,12,V003
2022-09-15,202,Consumable,Surgical Mask,5,4090,34459,34422,662,3,V005
2022-09-16,203,Consumable,Gown,81,969,6462,1534,261,11,V004
2022-09-16,204,Consumable,Face Shield,82,1583,5409,2375,325,7,V005
2022-09-17,100,Equipment,Ventilator,3142549,8,43,31,4,28,V002
2022-09-17,105,Equipment,ECG Machine,230753,5,12,8,3,25,V004
2022-09-17,107,Equipment,Infusion Pump,125406,9,18,9,12,11,V004
2022-09-17,107,Equipment,Infusion Pump,212601,4,19,6,5,11,V002
2022-09-17,206,Consumable,Bandages,29,2707,7270,4674,849,8,V001
2022-09-17,207,Consumable,Blood Bags,843,451,3663,1543,57,8,V004
2022-09-18,107,Equipment,Infusion Pump,206804,9,22,21,9,17,V005
2022-09-18,107,Equipment,Infusion Pump,202054,6,23,14,10,14,V003
2022-09-19,206,Consumable,Bandages,39,1102,8029,3988,1205,4,V004
2022-09-19,105,Equipment,ECG Machine,366194,3,14,4,3,22,V003
2022-09-19,201,Consumable,IV Drip,245,602,3923,662,106,10,V003
2022-09-19,208,Consumable,Antiseptic Solution,631,1988,3345,2865,490,9,V001
2022-09-20,100,Equipment,Ventilator,3142549,5,25,17,5,25,V002
2022-09-20,209,Consumable,Cotton Rolls,54,324,5222,3993,247,10,V002
2022-09-20,107,Equipment,Infusion Pump,176921,10,26,20,13,13,V001
2022-09-20,204,Consumable,Face Shield,74,1711,9493,9052,408,6,V003
2022-09-21,105,Equipment,ECG Machine,367841,5,12,9,2,17,V002
2022-09-22,107,Equipment,Infusion Pump,202054,10,29,22,13,14,V003
2022-09-22,101,Equipment,X-Ray-Machine,3627022,2,18,15,1,42,V004
2022-09-22,209,Consumable,Cotton Rolls,76,350,5372,3249,114,3,V004
2022-09-22,106,Equipment,MRI Scanner,31100685,1,5,3,1,57,V003
2022-09-22,204,Consumable,Face Shield,103,781,5469,1086,324,8,V001
2022-09-22,100,Equipment,Ventilator,3142549,6,26,13,2,24,V002
2022-09-23,205,Consumable,Syringe,23,2037,17769,14245,476,12,V005
2022-09-23,202,Consumable,Surgical Mask,3,7964,24544,17470,2782,9,V004
2022-09-24,202,Consumable,Surgical Mask,7,8730,42947,12630,2942,9,V002
2022-09-24,103,Equipment,Wheelchair,9908,18,82,61,3,8,V003
2022-09-24,200,Consumable,Gloves,9,2018,6867,4724,706,12,V002
2022-09-24,206,Consumable,Bandages,42,2034,11699,10202,1032,10,V003
2022-09-25,107,Equipment,Infusion Pump,176921,7,27,20,15,11,V001
2022-09-25,100,Equipment,Ventilator,1879046,15,37,25,5,19,V004
2022-09-26,102,Equipment,Defibrilator,384358,2,12,9,0,39,V003
2022-09-26,107,Equipment,Infusion Pump,212601,7,21,15,12,14,V002
2022-09-27,202,Consumable,Surgical Mask,5,4073,43282,26008,573,10,V005
2022-09-27,204,Consumable,Face Shield,103,654,8045,1984,561,6,V001
2022-09-27,207,Consumable,Blood Bags,795,349,4688,609,139,6,V003
2022-09-27,101,Equipment,X-Ray-Machine,3627022,1,13,7,1,34,V004
2022-09-28,103,Equipment,Wheelchair,6566,20,55,35,5,11,V001
2022-09-28,208,Consumable,Antiseptic Solution,319,731,7199,2462,496,8,V002
2022-09-29,202,Consumable,Surgical Mask,7,4052,22464,16845,1984,8,V003
2022-09-29,209,Consumable,Cotton Rolls,54,621,2573,2058,67,9,V002
2022-09-29,105,Equipment,ECG Machine,230753,4,14,14,1,17,V004
2022-09-30,100,Equipment,Ventilator,3142549,6,28,21,3,25,V002
2022-09-30,105,Equipment,ECG Machine,367841,5,15,12,1,21,V002
2022-09-30,107,Equipment,Infusion Pump,125406,7,22,21,9,16,V004
2022-10-01,209,Consumable,Cotton Rolls,54,443,5205,503,176,7,V002
2022-10-01,103,Equipment,Wheelchair,6566,19,94,90,5,13,V001
2022-10-01,101,Equipment,X-Ray-Machine,3863821,5,17,6,0,32,V003
2022-10-01,208,Consumable,Antiseptic Solution,349,1412,4801,4439,224,9,V005
2022-10-01,101,Equipment,X-Ray-Machine,4612827,5,11,7,1,21,V005
2022-10-01,106,Equipment,MRI Scanner,31100685,1,2,2,1,30,V003
2022-10-01,208,Consumable,Antiseptic Solution,319,1923,5404,1960,487,11,V002
2022-10-02,107,Equipment,Infusion Pump,206804,6,21,17,5,17,V005
2022-10-02,209,Consumable,Cotton Rolls,76,504,2391,2248,74,3,V004
2022-10-02,209,Consumable,Cotton Rolls,58,551,2003,1569,108,8,V005
2022-10-02,200,Consumable,Gloves,9,1507,5006,3369,350,10,V002
2022-10-02,101,Equipment,X-Ray-Machine,4612827,3,17,6,1,34,V005
2022-10-03,206,Consumable,Bandages,42,3981,9644,6457,480,5,V003
2022-10-03,206,Consumable,Bandages,29,3726,8794,5112,1444,4,V001
2022-10-04,203,Consumable,Gown,196,1495,3753,3614,419,7,V001
2022-10-04,205,Consumable,Syringe,23,2429,15014,2811,1580,11,V005
2022-10-04,103,Equipment,Wheelchair,13926,14,37,37,2,14,V005
2022-10-04,104,Equipment,Hospital Bed,31063,75,161,77,1,16,V002
2022-10-05,206,Consumable,Bandages,39,1491,9915,2179,353,9,V004
2022-10-05,200,Consumable,Gloves,9,1964,9475,6783,975,7,V002
2022-10-06,208,Consumable,Antiseptic Solution,319,1344,4200,3046,388,9,V002
2022-10-06,106,Equipment,MRI Scanner,32971025,1,2,2,0,46,V004
2022-10-06,200,Consumable,Gloves,9,1102,9605,4991,810,5,V002
2022-10-07,103,Equipment,Wheelchair,6566,14,67,18,3,18,V001
2022-10-08,200,Consumable,Gloves,7,1476,9707,1561,602,11,V004
2022-10-08,209,Consumable,Cotton Rolls,58,820,4215,1174,86,10,V005
2022-10-09,202,Consumable,Surgical Mask,7,3390,48891,32757,939,8,V003
2022-10-09,200,Consumable,Gloves,9,1661,7158,3092,653,10,V002
2022-10-09,100,Equipment,Ventilator,1879046,14,29,29,4,26,V004
2022-10-09,208,Consumable,Antiseptic Solution,378,790,7464,5658,105,11,V004
2022-10-09,101,Equipment,X-Ray-Machine,3863821,5,15,9,1,41,V003
2022-10-09,102,Equipment,Defibrilator,704572,5,12,7,0,34,V005
2022-10-09,103,Equipment,Wheelchair,9908,17,63,19,4,16,V003
2022-10-10,209,Consumable,Cotton Rolls,123,347,3210,786,231,8,V001
2022-10-10,202,Consumable,Surgical Mask,5,8256,38757,9519,948,8,V005
2022-10-10,101,Equipment,X-Ray-Machine,3627022,2,17,11,0,43,V004
2022-10-10,103,Equipment,Wheelchair,13926,20,38,31,4,12,V005
2022-10-11,202,Consumable,Surgical Mask,7,6257,17366,10267,2092,6,V003
2022-10-11,200,Consumable,Gloves,7,2322,8130,2595,376,10,V004
2022-10-12,100,Equipment,Ventilator,1999337,14,33,29,3,24,V001
2022-10-13,204,Consumable,Face Shield,78,1387,5420,4213,204,3,V004
2022-10-14,107,Equipment,Infusion Pump,176921,3,27,13,5,15,V001
2022-10-14,203,Consumable,Gown,81,1772,3272,1845,393,7,V004
2022-10-14,205,Consumable,Syringe,24,3354,10260,4678,1335,12,V004
2022-10-14,105,Equipment,ECG Machine,367841,5,13,12,0,21,V002
2022-10-14,207,Consumable,Blood Bags,1054,687,2992,1426,69,14,V002
2022-10-15,205,Consumable,Syringe,7,4827,12167,10584,1754,12,V003
2022-10-15,202,Consumable,Surgical Mask,4,9785,48932,14972,2926,7,V001
2022-10-16,201,Consumable,IV Drip,270,819,3515,1570,92,9,V001
2022-10-16,201,Consumable,IV Drip,237,326,4419,1057,166,6,V004
2022-10-16,207,Consumable,Blood Bags,795,759,2951,1513,137,11,V003
2022-10-16,200,Consumable,Gloves,7,1556,8471,6447,847,12,V004
2022-10-17,205,Consumable,Syringe,23,4991,12610,10152,1782,11,V002
2022-10-17,104,Equipment,Hospital Bed,31063,76,259,95,2,20,V002
2022-10-17,204,Consumable,Face Shield,52,1386,9770,7126,680,7,V002
2022-10-17,209,Consumable,Cotton Rolls,123,355,2806,2353,250,10,V001
2022-10-17,107,Equipment,Infusion Pump,125406,7,18,15,12,19,V004
2022-10-18,107,Equipment,Infusion Pump,125406,6,17,15,7,16,V004
2022-10-18,204,Consumable,Face Shield,103,1574,8986,6181,718,8,V001
2022-10-18,105,Equipment,ECG Machine,313120,3,14,10,2,21,V005
2022-10-18,202,Consumable,Surgical Mask,7,3981,22206,14899,1257,9,V002
2022-10-19,201,Consumable,IV Drip,237,509,4407,1587,70,6,V004
2022-10-19,203,Consumable,Gown,196,1806,5240,2335,416,12,V001
2022-10-20,206,Consumable,Bandages,42,2841,7658,4075,1478,9,V003
2022-10-20,106,Equipment,MRI Scanner,29074330,2,4,2,0,36,V001
2022-10-20,203,Consumable,Gown,102,1396,7762,7632,165,12,V005
2022-10-20,205,Consumable,Syringe,24,3034,8014,7756,1511,7,V004
2022-10-20,101,Equipment,X-Ray-Machine,4180254,4,11,11,0,45,V002
2022-10-21,202,Consumable,Surgical Mask,7,9072,27876,22224,2642,5,V003
2022-10-22,102,Equipment,Defibrilator,445991,4,10,5,1,39,V001
2022-10-23,201,Consumable,IV Drip,270,457,4519,2654,127,10,V001
2022-10-23,102,Equipment,Defibrilator,384358,4,12,7,1,23,V003
2022-10-24,203,Consumable,Gown,102,1735,4105,3036,346,7,V005
2022-10-24,206,Consumable,Bandages,41,3184,10904,4761,1350,3,V002
2022-10-24,206,Consumable,Bandages,29,2802,9530,4978,1397,8,V001
2022-10-25,202,Consumable,Surgical Mask,7,6663,42656,34229,1717,6,V003
2022-10-26,105,Equipment,ECG Machine,367841,3,14,4,0,18,V002
2022-10-26,208,Consumable,Antiseptic Solution,349,1203,6909,3746,354,10,V005
2022-10-27,102,Equipment,Defibrilator,445991,4,9,4,0,21,V001
2022-10-27,106,Equipment,MRI Scanner,31100685,1,2,1,1,38,V003
2022-10-28,206,Consumable,Bandages,41,1599,6987,4447,970,6,V002
2022-10-28,204,Consumable,Face Shield,52,1792,8564,3137,135,3,V002
2022-10-29,101,Equipment,X-Ray-Machine,4612827,3,19,12,1,36,V005
2022-10-29,200,Consumable,Gloves,9,1354,9896,3342,808,9,V002
2022-10-29,200,Consumable,Gloves,6,1570,6351,1755,223,8,V005
2022-10-29,102,Equipment,Defibrilator,689894,2,8,4,0,30,V002
2022-10-29,100,Equipment,Ventilator,2900485,3,46,15,1,23,V003
2022-10-31,103,Equipment,Wheelchair,9908,9,68,40,1,12,V003
2022-10-31,207,Consumable,Blood Bags,762,365,2630,2349,78,11,V001
2022-10-31,100,Equipment,Ventilator,1999337,3,36,13,5,15,V001
2022-11-01,201,Consumable,IV Drip,248,787,3194,826,192,5,V002
2022-11-02,207,Consumable,Blood Bags,507,553,2525,1903,51,14,V005
2022-11-02,201,Consumable,IV Drip,248,952,4604,1968,114,9,V002
2022-11-02,106,Equipment,MRI Scanner,30163463,2,2,2,0,52,V002
2022-11-02,106,Equipment,MRI Scanner,29074330,1,5,4,0,46,V001
2022-11-02,100,Equipment,Ventilator,2232401,12,41,28,2,26,V005
2022-11-03,204,Consumable,Face Shield,78,1128,6330,3727,230,5,V004
2022-11-03,202,Consumable,Surgical Mask,7,8288,25731,9964,2027,7,V003
2022-11-04,200,Consumable,Gloves,9,1799,5551,4325,909,12,V003
2022-11-04,205,Consumable,Syringe,23,3595,11976,7455,1235,10,V005
2022-11-04,103,Equipment,Wheelchair,9908,15,31,19,3,17,V003
2022-11-04,207,Consumable,Blood Bags,843,389,2868,1249,70,15,V004
2022-11-04,202,Consumable,Surgical Mask,5,8823,20165,14555,2953,3,V005
2022-11-05,105,Equipment,ECG Machine,366194,3,10,10,1,28,V003
2022-11-05,105,Equipment,ECG Machine,256587,2,14,7,0,18,V001
2022-11-05,105,Equipment,ECG Machine,367841,4,11,10,2,17,V002
2022-11-06,202,Consumable,Surgical Mask,7,8551,48251,37201,1735,8,V002
2022-11-06,107,Equipment,Infusion Pump,202054,10,24,11,15,13,V003
2022-11-07,105,Equipment,ECG Machine,313120,3,12,3,1,28,V005
2022-11-08,204,Consumable,Face Shield,82,695,7487,5755,359,5,V005
2022-11-08,209,Consumable,Cotton Rolls,85,563,3586,2083,193,6,V003
2022-11-08,106,Equipment,MRI Scanner,30163463,1,3,1,0,41,V002
2022-11-08,104,Equipment,Hospital Bed,28362,49,188,49,3,16,V001
2022-11-08,104,Equipment,Hospital Bed,16130,100,160,152,1,18,V004
2022-11-08,207,Consumable,Blood Bags,507,438,3411,1616,106,15,V005
2022-11-08,209,Consumable,Cotton Rolls,54,378,2172,912,290,3,V002
2022-11-09,208,Consumable,Antiseptic Solution,349,914,7106,1977,123,10,V005
2022-11-09,206,Consumable,Bandages,29,1546,7308,1903,1401,10,V001
2022-11-09,104,Equipment,Hospital Bed,28362,62,151,101,1,17,V001
2022-11-09,203,Consumable,Gown,196,670,3293,1469,117,8,V001
2022-11-10,202,Consumable,Surgical Mask,7,9934,31014,30708,2843,7,V003
2022-11-10,209,Consumable,Cotton Rolls,58,940,3891,3841,64,4,V005
2022-11-10,102,Equipment,Defibrilator,445991,5,11,7,1,35,V001
2022-11-10,200,Consumable,Gloves,9,1669,5369,5246,509,7,V002
2022-11-11,100,Equipment,Ventilator,2232401,13,41,37,1,25,V005
2022-11-11,209,Consumable,Cotton Rolls,76,992,3423,2635,120,3,V004
2022-11-12,202,Consumable,Surgical Mask,7,4439,49239,4639,1872,8,V003
2022-11-12,102,Equipment,Defibrilator,384358,5,15,7,0,39,V003
2022-11-13,203,Consumable,Gown,117,818,6493,6048,299,10,V002
2022-11-14,209,Consumable,Cotton Rolls,54,354,4618,1495,217,3,V002
2022-11-14,104,Equipment,Hospital Bed,31063,34,192,59,1,30,V002
2022-11-14,106,Equipment,MRI Scanner,33213797,1,4,1,0,58,V005
2022-11-14,106,Equipment,MRI Scanner,29074330,1,3,1,0,44,V001
2022-11-15,205,Consumable,Syringe,24,4712,18677,18216,1936,8,V004
2022-11-15,204,Consumable,Face Shield,78,982,9667,3492,562,4,V004
2022-11-16,201,Consumable,IV Drip,248,862,2838,1483,197,8,V002
2022-11-16,200,Consumable,Gloves,9,2018,6718,5683,292,5,V003
2022-11-16,209,Consumable,Cotton Rolls,54,808,3574,3572,280,6,V002
2022-11-16,208,Consumable,Antiseptic Solution,349,1448,3492,1742,428,6,V005
2022-11-16,102,Equipment,Defibrilator,445991,2,8,2,0,22,V001
2022-11-16,102,Equipment,Defibrilator,689894,5,8,7,1,33,V002
2022-11-17,202,Consumable,Surgical Mask,4,4565,48203,35351,1208,3,V001
2022-11-17,100,Equipment,Ventilator,1879046,4,34,9,1,26,V004
2022-11-17,209,Consumable,Cotton Rolls,58,451,4148,1980,255,3,V005
2022-11-17,102,Equipment,Defibrilator,445991,1,14,7,1,31,V001
2022-11-17,104,Equipment,Hospital Bed,16130,90,196,114,1,23,V004
2022-11-17,202,Consumable,Surgical Mask,3,3187,42448,31431,2945,8,V004
2022-11-17,204,Consumable,Face Shield,78,1055,9112,4220,777,7,V004
2022-11-18,204,Consumable,Face Shield,82,1563,4835,2942,367,5,V005
2022-11-18,102,Equipment,Defibrilator,383361,5,10,9,0,38,V004
2022-11-18,205,Consumable,Syringe,21,2673,18068,3482,1268,6,V001
2022-11-18,106,Equipment,MRI Scanner,29074330,2,2,2,0,43,V001
2022-11-18,206,Consumable,Bandages,29,2145,10269,8847,1265,10,V001
2022-11-19,209,Consumable,Cotton Rolls,76,690,5044,2852,231,9,V004
2022-11-19,100,Equipment,Ventilator,3142549,4,48,46,4,19,V002
2022-11-19,103,Equipment,Wheelchair,15809,17,36,21,3,12,V002
2022-11-20,205,Consumable,Syringe,21,4395,14442,6977,207,10,V001
2022-11-20,201,Consumable,IV Drip,248,749,4205,2602,155,7,V002
2022-11-20,209,Consumable,Cotton Rolls,85,336,4747,4518,264,7,V003
2022-11-21,209,Consumable,Cotton Rolls,85,804,5154,4377,209,8,V003
2022-11-21,201,Consumable,IV Drip,270,485,3170,3009,95,5,V001
2022-11-21,102,Equipment,Defibrilator,445991,1,12,5,0,38,V001
2022-11-22,101,Equipment,X-Ray-Machine,3627022,3,10,6,0,24,V004
2022-11-23,106,Equipment,MRI Scanner,33213797,2,4,2,0,36,V005
2022-11-23,106,Equipment,MRI Scanner,33213797,1,4,2,0,36,V005
2022-11-24,100,Equipment,Ventilator,3142549,5,35,20,5,15,V002
2022-11-24,105,Equipment,ECG Machine,367841,2,15,14,0,21,V002
2022-11-24,206,Consumable,Bandages,29,2362,8915,4082,952,4,V001
2022-11-25,107,Equipment,Infusion Pump,206804,7,21,15,6,14,V005
2022-11-25,207,Consumable,Blood Bags,843,805,3712,930,25,10,V004
2022-11-25,100,Equipment,Ventilator,3142549,6,44,16,3,22,V002
2022-11-26,207,Consumable,Blood Bags,1054,499,2356,1315,84,10,V002
2022-11-26,106,Equipment,MRI Scanner,31100685,2,2,2,0,40,V003
2022-11-26,204,Consumable,Face Shield,74,512,7747,5822,378,5,V003
2022-11-26,102,Equipment,Defibrilator,689894,5,14,7,0,20,V002
2022-11-27,103,Equipment,Wheelchair,13926,12,67,63,3,12,V005
2022-11-28,100,Equipment,Ventilator,2900485,13,44,13,4,30,V003
2022-11-28,207,Consumable,Blood Bags,795,992,3259,1824,56,7,V003
2022-11-28,101,Equipment,X-Ray-Machine,2798274,4,16,6,1,32,V001
2022-11-29,107,Equipment,Infusion Pump,176921,9,20,11,8,19,V001
2022-11-29,208,Consumable,Antiseptic Solution,319,749,6317,6304,308,9,V002
2022-11-30,105,Equipment,ECG Machine,230753,2,10,2,2,30,V004
2022-11-30,100,Equipment,Ventilator,2232401,11,44,14,5,24,V005
2022-11-30,103,Equipment,Wheelchair,6566,8,35,32,0,20,V001
2022-11-30,106,Equipment,MRI Scanner,31100685,1,2,2,1,50,V003
2022-12-01,104,Equipment,Hospital Bed,28362,92,204,151,1,15,V001
2022-12-01,201,Consumable,IV Drip,270,327,3097,1043,93,8,V001
2022-12-01,203,Consumable,Gown,196,1820,6979,4743,164,5,V001
2022-12-02,105,Equipment,ECG Machine,366194,3,12,10,3,18,V003
2022-12-02,106,Equipment,MRI Scanner,31100685,2,3,2,1,46,V003
2022-12-02,106,Equipment,MRI Scanner,33213797,1,3,1,0,42,V005
2022-12-02,107,Equipment,Infusion Pump,212601,5,27,19,7,12,V002
2022-12-02,101,Equipment,X-Ray-Machine,4612827,1,19,12,1,29,V005
2022-12-03,208,Consumable,Antiseptic Solution,378,1930,4195,4066,388,5,V004
2022-12-03,207,Consumable,Blood Bags,762,678,3202,1849,114,12,V001
2022-12-03,100,Equipment,Ventilator,1999337,15,34,18,5,20,V001
2022-12-04,205,Consumable,Syringe,24,4678,12977,5358,1533,7,V004
2022-12-04,106,Equipment,MRI Scanner,33213797,2,5,5,1,51,V005
2022-12-05,107,Equipment,Infusion Pump,206804,8,29,17,13,11,V005
2022-12-05,200,Consumable,Gloves,7,2458,5629,4419,461,9,V004
2022-12-05,100,Equipment,Ventilator,1999337,4,36,23,3,30,V001
2022-12-05,106,Equipment,MRI Scanner,31100685,2,3,2,0,51,V003
2022-12-06,202,Consumable,Surgical Mask,7,9290,16916,15608,1561,3,V002
2022-12-06,205,Consumable,Syringe,23,4299,17609,8231,416,12,V005
2022-12-07,203,Consumable,Gown,102,1459,3199,2961,485,7,V005
2022-12-08,205,Consumable,Syringe,7,4782,9922,6819,1180,5,V003
2022-12-08,206,Consumable,Bandages,41,1601,10369,8857,879,10,V005
2022-12-08,208,Consumable,Antiseptic Solution,349,1338,5855,5424,359,5,V005
2022-12-08,106,Equipment,MRI Scanner,30163463,1,2,2,1,50,V002
2022-12-09,105,Equipment,ECG Machine,313120,3,13,11,3,19,V005
2022-12-09,205,Consumable,Syringe,24,3634,15713,5364,1168,7,V004
2022-12-09,200,Consumable,Gloves,6,1419,5208,2637,314,5,V005
2022-12-10,207,Consumable,Blood Bags,762,599,4982,4200,91,8,V001
2022-12-10,201,Consumable,IV Drip,270,982,4849,1215,187,6,V001
2022-12-10,209,Consumable,Cotton Rolls,76,642,3620,3409,201,7,V004
2022-12-10,101,Equipment,X-Ray-Machine,4180254,5,20,9,1,45,V002
2022-12-11,107,Equipment,Infusion Pump,202054,3,19,11,8,17,V003
2022-12-11,200,Consumable,Gloves,6,2166,7277,3346,657,9,V005
2022-12-11,107,Equipment,Infusion Pump,212601,8,29,22,15,17,V002
2022-12-11,204,Consumable,Face Shield,74,1127,4225,2321,316,4,V003
2022-12-12,102,Equipment,Defibrilator,384358,5,11,6,0,40,V003
2022-12-12,103,Equipment,Wheelchair,15622,17,100,59,3,14,V004
2022-12-12,203,Consumable,Gown,102,1597,6505,2689,168,10,V005
2022-12-13,206,Consumable,Bandages,42,1659,11184,10371,994,6,V003
2022-12-13,100,Equipment,Ventilator,2900485,6,46,32,4,20,V003
2022-12-13,203,Consumable,Gown,237,1956,5830,2820,142,9,V003
2022-12-14,101,Equipment,X-Ray-Machine,4180254,1,19,10,0,32,V002
2022-12-14,205,Consumable,Syringe,24,2264,11167,7551,645,10,V004
2022-12-15,106,Equipment,MRI Scanner,33213797,2,3,3,0,47,V005
2022-12-15,102,Equipment,Defibrilator,384358,4,13,13,1,34,V003
2022-12-15,102,Equipment,Defibrilator,383361,5,14,12,1,39,V004
2022-12-15,200,Consumable,Gloves,7,1145,7094,2840,266,5,V004
2022-12-16,209,Consumable,Cotton Rolls,54,815,5595,2509,167,4,V002
2022-12-17,202,Consumable,Surgical Mask,3,9887,39123,21905,2406,4,V004
2022-12-17,101,Equipment,X-Ray-Machine,4612827,4,19,13,1,32,V005
2022-12-17,104,Equipment,Hospital Bed,31063,67,164,124,0,23,V002
2022-12-17,203,Consumable,Gown,196,1134,6434,4446,421,9,V001
2022-12-17,208,Consumable,Antiseptic Solution,378,1826,4852,4597,441,9,V004
2022-12-18,100,Equipment,Ventilator,2232401,15,49,43,1,27,V005
2022-12-18,206,Consumable,Bandages,41,1598,9392,9325,733,5,V005
2022-12-19,106,Equipment,MRI Scanner,29074330,2,4,3,0,46,V001
2022-12-19,201,Consumable,IV Drip,245,513,2833,1487,107,10,V003
2022-12-20,100,Equipment,Ventilator,1999337,7,44,38,3,30,V001
2022-12-20,104,Equipment,Hospital Bed,51423,63,291,133,1,26,V005
2022-12-20,106,Equipment,MRI Scanner,29074330,1,5,2,1,52,V001
2022-12-20,206,Consumable,Bandages,29,2712,10234,6357,1461,5,V001
2022-12-20,200,Consumable,Gloves,9,1097,9500,6936,651,10,V002
2022-12-20,104,Equipment,Hospital Bed,27689,67,234,181,2,27,V003
2022-12-21,207,Consumable,Blood Bags,1054,507,3638,3041,31,10,V002
2022-12-21,201,Consumable,IV Drip,237,607,3868,1865,112,6,V004
2022-12-21,209,Consumable,Cotton Rolls,58,627,2962,1064,132,8,V005
2022-12-21,207,Consumable,Blood Bags,795,710,1589,1428,147,7,V003
2022-12-21,102,Equipment,Defibrilator,384358,3,12,4,0,32,V003
2022-12-22,205,Consumable,Syringe,23,2016,15254,2899,1084,5,V002
2022-12-22,206,Consumable,Bandages,41,1243,7585,7198,1122,3,V005
2022-12-22,104,Equipment,Hospital Bed,16130,83,227,214,1,29,V004
2022-12-22,104,Equipment,Hospital Bed,51423,28,270,217,2,22,V005
2022-12-23,102,Equipment,Defibrilator,383361,3,12,8,1,31,V004
2022-12-23,205,Consumable,Syringe,23,4500,12158,10975,1672,10,V002
2022-12-24,106,Equipment,MRI Scanner,30163463,2,5,3,1,42,V002
2022-12-24,201,Consumable,IV Drip,237,738,3535,3229,50,6,V004
2022-12-24,201,Consumable,IV Drip,248,914,2200,1113,185,7,V002
2022-12-25,201,Consumable,IV Drip,245,734,2290,804,118,7,V003
2022-12-26,103,Equipment,Wheelchair,15622,7,97,59,4,16,V004
2022-12-26,107,Equipment,Infusion Pump,212601,6,18,16,14,10,V002
2022-12-26,204,Consumable,Face Shield,52,1498,4990,2427,130,8,V002
2022-12-26,105,Equipment,ECG Machine,313120,3,13,6,0,28,V005
2022-12-26,204,Consumable,Face Shield,52,1275,9888,1481,599,6,V002
2022-12-27,203,Consumable,Gown,81,1125,6423,1524,296,9,V004
2022-12-27,207,Consumable,Blood Bags,507,811,3993,3410,124,7,V005
2022-12-27,104,Equipment,Hospital Bed,27689,29,262,195,0,16,V003
2022-12-28,204,Consumable,Face Shield,74,1684,7676,3142,379,5,V003
2022-12-28,202,Consumable,Surgical Mask,3,8299,17187,12885,1296,10,V004
2022-12-28,100,Equipment,Ventilator,3142549,15,40,31,1,22,V002
2022-12-28,206,Consumable,Bandages,41,2372,10188,2919,472,6,V002
2022-12-28,102,Equipment,Defibrilator,384358,1,8,5,1,40,V003
2022-12-28,209,Consumable,Cotton Rolls,76,726,2185,886,133,6,V004
2022-12-29,104,Equipment,Hospital Bed,28362,67,186,99,0,16,V001
2022-12-30,209,Consumable,Cotton Rolls,85,324,4043,1380,103,3,V003
2022-12-30,201,Consumable,IV Drip,246,692,4024,1505,84,8,V005
2022-12-30,106,Equipment,MRI Scanner,32971025,1,3,2,1,36,V004
2022-12-30,204,Consumable,Face Shield,82,829,9693,7134,595,4,V005
